Prscrbr_Geo_Lvl,Prscrbr_Geo_Cd,Prscrbr_Geo_Desc,Brnd_Name,Gnrc_Name,Tot_Prscrbrs,Tot_Clms,Tot_30day_Fills,Tot_Drug_Cst,Tot_Benes,GE65_Sprsn_Flag,GE65_Tot_Clms,GE65_Tot_30day_Fills,GE65_Tot_Drug_Cst,GE65_Bene_Sprsn_Flag,GE65_Tot_Benes,LIS_Bene_Cst_Shr,NonLIS_Bene_Cst_Shr,Opioid_Drug_Flag,Opioid_LA_Drug_Flag,Antbtc_Drug_Flag,Antpsyct_Drug_Flag
State,42,Pennsylvania,"Levonorgestrel-Eth Estradiol","Levonorgestrel-Ethin Estradiol",182,573,1307.8,27936.48,162,*,"","","",*,"",349.8,1082.41,N,N,N,N
State,42,Pennsylvania,Levora-28,"Levonorgestrel-Ethin Estradiol",29,99,142.6,1915.11,27,*,"","","",*,"",133.31,158.48,N,N,N,N
State,42,Pennsylvania,"Levorphanol Tartrate","Levorphanol Tartrate",43,444,454,1661802.23,108,"",166,176,521572.16,"",38,424.81,3908.59,Y,Y,N,N
State,42,Pennsylvania,"Levothyroxine Sodium","Levothyroxine Sodium",20269,2240151,3781850.4,40067678.01,357951,"",1918296,3331055.9,34833077.36,"",312995,823599.18,13483171.09,N,N,N,N
State,42,Pennsylvania,Levoxyl,"Levothyroxine Sodium",1227,7491,17419.7,287485.6,2059,"",6817,16202.4,265378.06,"",1903,1306.51,129266.7,N,N,N,N
State,42,Pennsylvania,Levsin-Sl,"Hyoscyamine Sulfate",9,28,31,8400.56,"",#,"","","",*,"",8.25,1729.48,N,N,N,N
State,42,Pennsylvania,Levulan,"Aminolevulinic Acid Hcl",5,12,12.4,4607.07,"","",12,12.4,4607.07,*,"",0,1051.01,N,N,N,N
State,42,Pennsylvania,Lexapro,"Escitalopram Oxalate",488,2607,3781.7,1177245.98,445,"",1857,2852.6,850642.78,"",343,4557.37,152794.57,N,N,N,N
State,42,Pennsylvania,Lexiva,"Fosamprenavir Calcium",54,460,470,616532.31,58,"",169,171,228588.8,"",20,299.81,10571.95,N,N,N,N
State,42,Pennsylvania,Lialda,Mesalamine,1211,9100,13041,8672661.2,2236,"",7879,11508.2,7481964.55,"",1958,7870.98,859113.54,N,N,N,N
State,42,Pennsylvania,Librax,"Chlordiazepoxide/Clidinium Br",29,51,90.5,255163.24,28,"",37,68.5,175934.71,#,"",17.47,3008.92,N,N,N,N
State,42,Pennsylvania,Lidocaine,Lidocaine,9358,74165,81679.7,23921291.36,26358,"",48889,53493.8,14148180.93,"",17945,80993.51,735713.56,N,N,N,N
State,42,Pennsylvania,"Lidocaine Hcl","Lidocaine Hcl",3710,14861,15077.9,240145.21,7947,"",11980,12180.5,177426.19,"",6558,4502.99,48552.52,N,N,N,N
State,42,Pennsylvania,"Lidocaine Hcl","Lidocaine Hcl/Pf",253,957,958.3,7234.56,652,"",853,853.4,6411.98,"",575,50.2,901.22,N,N,N,N
State,42,Pennsylvania,"Lidocaine Hcl Viscous","Lidocaine Hcl",6851,18115,18250.5,297078.97,11516,"",13427,13526.4,225031.77,"",8601,8777.63,99738.12,N,N,N,N
State,42,Pennsylvania,Lidocaine-Prilocaine,Lidocaine/Prilocaine,3437,19215,20114.8,1730859.07,9332,"",13653,14263.2,1176156.11,"",7153,14090.14,214104.56,N,N,N,N
State,42,Pennsylvania,Lidoderm,Lidocaine,207,849,1027.7,721525.78,197,"",577,727.2,507016.7,"",137,3138.41,27552.79,N,N,N,N
State,42,Pennsylvania,Lillow,"Levonorgestrel-Ethin Estradiol",16,26,38.6,436.69,16,"",0,0,0,"",0,25.1,0,N,N,N,N
State,42,Pennsylvania,Lindane,Lindane,65,101,101.5,10326.93,74,"",58,58,6114.19,"",40,95.1,726.58,N,N,N,N
State,42,Pennsylvania,Linezolid,Linezolid,1533,2745,2756.8,1546887.05,1960,"",1921,1932.3,1016291.57,"",1452,2879.72,123834.24,N,N,Y,N
State,42,Pennsylvania,"Linezolid-0.9% Nacl","Linezolid-0.9% Sodium Chloride",14,72,72,22754.54,14,"",42,42,17037.4,#,"",3.7,1001.41,N,N,Y,N
State,42,Pennsylvania,Linzess,Linaclotide,4781,56543,67838.2,23576368.67,12867,"",37000,44731.7,15305380.9,"",8769,96702.34,1093057.13,N,N,N,N
State,42,Pennsylvania,"Lioresal Intrathecal",Baclofen,13,65,74.1,73904.66,17,*,"","","",*,"",7.4,650,N,N,N,N
State,42,Pennsylvania,"Liothyronine Sodium","Liothyronine Sodium",1815,13945,23213,541705.39,2906,"",10060,17706.7,412252.65,"",2179,6091.57,195311.65,N,N,N,N
State,42,Pennsylvania,Lipitor,"Atorvastatin Calcium",1519,7950,17742.6,5531271.25,1883,"",7711,17383.6,5408008.5,"",1825,4159.79,230805.65,N,N,N,N
State,42,Pennsylvania,Lipofen,Fenofibrate,43,187,315.5,59813.68,45,#,"","","",#,"",41.56,8950.34,N,N,N,N
State,42,Pennsylvania,Lisinopril,Lisinopril,23675,2111360,3865846.5,13191671.67,414644,"",1760661,3334080.7,11397292.84,"",351863,618035.88,5024008.96,N,N,N,N
State,42,Pennsylvania,Lisinopril-Hydrochlorothiazide,Lisinopril/Hydrochlorothiazide,11827,315502,647870.9,2362482.61,68690,"",266315,569329.9,2070956.69,"",59204,97744.45,968070.26,N,N,N,N
State,42,Pennsylvania,"Lite Touch","Pen Needle, Diabetic",625,3077,4549,105172.53,869,"",2180,3290.5,72907.21,"",626,3929.38,20971.7,N,N,N,N
State,42,Pennsylvania,"Lite Touch","Syring-Needl,disp,insul,0.3 Ml",46,155,193.4,4591.1,43,"",131,158.2,3803.77,#,"",166.72,1589.51,N,N,N,N
State,42,Pennsylvania,"Lite Touch","Syringe And Needle,insulin,1ml",216,836,1135.3,25275.94,221,"",544,749.7,16848.18,"",153,1213.59,4919.27,N,N,N,N
State,42,Pennsylvania,"Lite Touch","Syringe-Needle,insulin,0.5 Ml",242,855,1164.7,28065.39,251,"",647,877.8,20767.63,"",187,1563.14,5098.48,N,N,N,N
State,42,Pennsylvania,"Litetouch Insulin Syringe","Syring-Needl,disp,insul,0.3 Ml",35,123,146.8,3619.91,36,#,"","","",#,"",50.1,1398.64,N,N,N,N
State,42,Pennsylvania,Lithium,"Lithium Citrate",125,548,594.5,30131.07,108,"",219,246.4,9351.5,"",54,600.51,1175.52,N,N,N,N
State,42,Pennsylvania,"Lithium Carbonate","Lithium Carbonate",3494,54743,63153.3,415028.43,7393,"",15508,20628.7,110686.42,"",2173,42046.97,76080.13,N,N,N,N
State,42,Pennsylvania,"Lithium Carbonate Er","Lithium Carbonate",2039,25780,29827.4,454464.37,3767,"",6095,8410.2,102207.93,"",998,22891.25,70050.19,N,N,N,N
State,42,Pennsylvania,Lithobid,"Lithium Carbonate",26,148,170,123464.29,21,"",60,78,37306.15,*,"",180.82,8033.28,N,N,N,N
State,42,Pennsylvania,Lithostat,"Acetohydroxamic Acid",5,14,18,26346.51,"",*,"","","",*,"",0,0,N,N,N,N
State,42,Pennsylvania,Livalo,"Pitavastatin Calcium",1993,13719,22833.6,5222953.7,3157,"",12816,21383.9,4878572.96,"",2944,15196.05,890991.59,N,N,N,N
State,42,Pennsylvania,"Lo Loestrin Fe",Norethindrone-E.Estradiol-Iron,39,146,216.9,26535.04,34,"",0,0,0,"",0,454.15,1273.4,N,N,N,N
State,42,Pennsylvania,Locoid,"Hydrocortisone Butyrate",15,35,37,28328.28,30,#,"","","",#,"",7.4,1540.99,N,N,N,N
State,42,Pennsylvania,Lodosyn,Carbidopa,3,31,37,177145.45,"","",13,13,31391.36,*,"",8.25,117,N,N,N,N
State,42,Pennsylvania,Lomotil,"Diphenoxylate Hcl/Atropine",27,68,92.5,23094.23,27,"",57,79.5,17902.51,#,"",20.82,1800.95,N,N,N,N
State,42,Pennsylvania,Lonsurf,"Trifluridine/Tipiracil Hcl",135,576,576.1,5404901.35,169,"",402,402.1,3591592.44,"",122,4518.29,239962.2,N,N,N,N
State,42,Pennsylvania,Loperamide,"Loperamide Hcl",7450,40619,43306.6,873971.62,18096,"",31068,33199.3,645566.81,"",14510,12447.49,126343.82,N,N,N,N
State,42,Pennsylvania,Lopid,Gemfibrozil,7,14,40,9264.54,"","",14,40,9264.54,*,"",0,154.64,N,N,N,N
State,42,Pennsylvania,Lopinavir-Ritonavir,Lopinavir/Ritonavir,4,21,21,16305.58,"","",0,0,0,#,"",0,0,N,N,N,N
State,42,Pennsylvania,Lopreeza,"Estradiol/Norethindrone Acet",36,93,170.4,11966.03,33,#,"","","",#,"",28.5,3218.3,N,N,N,N
State,42,Pennsylvania,Lopressor,"Metoprolol Tartrate",20,49,101.5,9357.13,18,#,"","","",#,"",11.1,2203.66,N,N,N,N
State,42,Pennsylvania,Loprox,Ciclopirox,8,16,16,13813.37,"",*,"","","",*,"",11.95,507.15,N,N,N,N
State,42,Pennsylvania,Lorazepam,Lorazepam,20219,732531,819819.7,4932890.99,153301,"",555611,634145.5,3755577.8,"",121788,242317.65,1921833.29,N,N,N,N
State,42,Pennsylvania,"Lorazepam Intensol",Lorazepam,895,2457,2519.5,88606.41,1864,"",2232,2282.5,78281.35,"",1770,388.41,12352.52,N,N,N,N
State,42,Pennsylvania,Lorcet,Hydrocodone/Acetaminophen,97,121,124,2077.24,103,"",103,106,1739.43,"",85,21.18,916.87,Y,N,N,N
State,42,Pennsylvania,"Lorcet Hd",Hydrocodone/Acetaminophen,109,424,430,12576.02,134,"",191,193.1,5822.88,"",67,369.93,2180.89,Y,N,N,N
State,42,Pennsylvania,"Lorcet Plus",Hydrocodone/Acetaminophen,6,102,102,1234,15,#,"","","",#,"",0.6,39.66,Y,N,N,N
State,42,Pennsylvania,Lortab,Hydrocodone/Acetaminophen,13,28,28,5825.89,14,"",13,13,2082.32,*,"",10.8,517.61,Y,N,N,N
State,42,Pennsylvania,Loryna,"Ethinyl Estradiol/Drospirenone",54,184,286.7,12459.83,47,"",0,0,0,"",0,201.6,755.53,N,N,N,N
State,42,Pennsylvania,Lorzone,Chlorzoxazone,73,257,274.8,149551.06,92,"",66,73,31793.32,"",31,176.1,4530.08,N,N,N,N
State,42,Pennsylvania,"Losartan Potassium","Losartan Potassium",18218,949000,1788361.7,8407479.45,190164,"",848797,1631516.1,7634093.2,"",171419,277249.17,4030316.25,N,N,N,N
State,42,Pennsylvania,Losartan-Hydrochlorothiazide,Losartan/Hydrochlorothiazide,10636,252661,515653.8,3117752.39,53461,"",226000,473603.7,2848883.48,"",48493,82670.62,1500586.59,N,N,N,N
State,42,Pennsylvania,Lotemax,"Loteprednol Etabonate",1791,18531,22503.5,3885365.51,8870,"",17264,20998.1,3602054.92,"",8314,19324.57,815013.16,N,N,N,N
State,42,Pennsylvania,Lotrel,"Amlodipine Besylate/Benazepril",125,583,1009,307812.6,117,"",567,966,294685.31,#,"",1054.92,47566.27,N,N,N,N
State,42,Pennsylvania,Lotrisone,"Clotrimazole/Betamethasone Dip",13,23,25,2654.64,11,#,"","","",*,"",16.5,570.42,N,N,N,N
State,42,Pennsylvania,Lotronex,"Alosetron Hcl",16,53,59,128083.52,16,#,"","","",#,"",7.4,5161.49,N,N,N,N
State,42,Pennsylvania,Lovastatin,Lovastatin,9332,169595,334566.1,1904623.81,34146,"",150539,304942.9,1718036.84,"",30889,62729.88,744880.93,N,N,N,N
State,42,Pennsylvania,Lovaza,"Omega-3 Acid Ethyl Esters",873,2341,5682.8,608173.43,1063,"",2038,5145.8,514584.82,"",969,2151.51,84855.98,N,N,N,N
State,42,Pennsylvania,Lovenox,"Enoxaparin Sodium",90,304,304,199392.8,187,"",262,262,132102.46,"",165,53.95,5723.54,N,N,N,N
State,42,Pennsylvania,Low-Ogestrel,"Norgestrel-Ethinyl Estradiol",61,335,429.6,6838.85,56,"",0,0,0,"",0,345.44,849.15,N,N,N,N
State,42,Pennsylvania,Loxapine,"Loxapine Succinate",526,5689,6232.6,241027.1,644,"",1754,2057.1,71609.22,"",205,5026.63,17207.97,N,N,N,Y
State,42,Pennsylvania,Lucentis,Ranibizumab,22,137,137,341766.85,34,#,"","","",#,"",142,24432.48,N,N,N,N
State,42,Pennsylvania,"Ludent Fluoride","Fluoride (Sodium)",9,35,57,104.57,"","",11,33,57.44,*,"",14.85,45.89,N,N,N,N
State,42,Pennsylvania,Lumigan,Bimatoprost,3783,124960,186007.9,33061335.63,26729,"",120073,179414.5,31847404.26,"",25685,141347.68,5900293.16,N,N,N,N
State,42,Pennsylvania,Lumizyme,"Alglucosidase Alfa",1,26,26,707678.26,"","",26,26,707678.26,*,"",0,37856.06,N,N,N,N
State,42,Pennsylvania,Lunesta,Eszopiclone,103,448,617.5,273880.06,87,"",217,360,153037.19,"",52,1153.11,28864.53,N,N,N,N
State,42,Pennsylvania,"Lupron Depot","Leuprolide Acetate",317,1223,2659.3,3884159.94,438,"",798,1930.4,2875724.07,"",304,3756.19,141342.23,N,N,N,N
State,42,Pennsylvania,"Lupron Depot-Ped","Leuprolide Acetate",4,22,28,66403.72,"","",0,0,0,#,"",7.4,2614.56,N,N,N,N
State,42,Pennsylvania,Lutera,"Levonorgestrel-Ethin Estradiol",38,112,167.6,2351.7,35,"",0,0,0,"",0,128.9,382.95,N,N,N,N
State,42,Pennsylvania,Luzu,Luliconazole,34,45,47,20904.1,35,#,"","","",#,"",41.25,2000.47,N,N,N,N
State,42,Pennsylvania,Lynparza,Olaparib,47,196,196,2215704.94,57,"",154,154,1696614.77,"",44,79.81,97205.32,N,N,N,N
State,42,Pennsylvania,Lyrica,Pregabalin,12061,207604,247991.8,102420879.09,35304,"",122155,151604.9,59392195.1,"",21243,441052.89,5971721.9,N,N,N,N
State,42,Pennsylvania,Lysodren,Mitotane,3,15,15,13657.34,"","",15,15,13657.34,*,"",0,2792.19,N,N,N,N
State,42,Pennsylvania,"M-M-R Ii Vaccine","Measles,mumps,rubella Vacc/Pf",29,64,64,5741.7,56,"",44,44,3906.83,"",37,80.25,1142.46,N,N,N,N
State,42,Pennsylvania,Macrobid,"Nitrofurantoin Monohyd/M-Cryst",18,42,42,5884.81,18,"",29,29,3627.48,#,"",176.68,406.74,N,N,Y,N
State,42,Pennsylvania,"Magellan Insulin Safety Syrng","Syringe,needle,insuln,sf 0.5ml",9,43,43,1760.24,"",#,"","","",*,"",16.5,600.92,N,N,N,N
State,42,Pennsylvania,"Magnesium Sulfate","Magnesium Sulfate",60,532,532,18022.68,70,"",177,177,5698.76,"",42,225.74,1065.04,N,N,N,N
State,42,Pennsylvania,"Magnesium Sulfate","Magnesium Sulfate In Water",8,11,11,346.96,"",*,"","","",*,"",8.25,6.6,N,N,N,N
State,42,Pennsylvania,Makena,"Hydroxyprogesterone Caproat/Pf",30,99,99,295403.03,32,"",0,0,0,"",0,247.9,0,N,N,N,N
State,42,Pennsylvania,Makena,"Hydroxyprogesterone Caproate",14,43,45.4,174078.26,15,"",0,0,0,"",0,99.9,0,N,N,N,N
State,42,Pennsylvania,Malathion,Malathion,118,170,171,38021.04,124,"",53,53,10954.82,"",43,144.3,2489.24,N,N,N,N
State,42,Pennsylvania,"Maprotiline Hcl","Maprotiline Hcl",47,265,432.8,28061.86,54,"",246,411.8,27037.92,#,"",26.4,8783.97,N,N,N,N
State,42,Pennsylvania,Marinol,Dronabinol,12,35,35,52139.16,"",*,"","","",*,"",1122.79,282.72,N,N,N,N
State,42,Pennsylvania,Marlissa,"Levonorgestrel-Ethin Estradiol",70,329,436.9,5508.6,64,"",0,0,0,"",0,270.32,173.89,N,N,N,N
State,42,Pennsylvania,Marplan,Isocarboxazid,7,40,54,34652.53,"",#,"","","",*,"",57.75,7011.85,N,N,N,N
State,42,Pennsylvania,Matulane,"Procarbazine Hcl",16,46,46,78811.21,15,#,"","","",#,"",7.56,15705.2,N,N,N,N
State,42,Pennsylvania,"Matzim La","Diltiazem Hcl",670,2376,4564.8,326985.27,677,"",2247,4362.9,313178.3,"",638,1154.68,44823.83,N,N,N,N
State,42,Pennsylvania,Mavyret,Glecaprevir/Pibrentasvir,109,428,428,5690949.31,231,"",203,203,2688248.63,"",113,649.76,141859.42,N,N,N,N
State,42,Pennsylvania,Maxalt,"Rizatriptan Benzoate",35,227,254.2,128439.18,32,"",65,72,38283.09,"",16,321.5,4270.2,N,N,N,N
State,42,Pennsylvania,"Maxalt Mlt","Rizatriptan Benzoate",44,210,226,124696.13,40,"",92,98,55556.55,"",20,257.23,5021.67,N,N,N,N
State,42,Pennsylvania,Maxidex,Dexamethasone,43,88,103.5,7583.37,53,#,"","","",#,"",109.39,3099.71,N,N,N,N
State,42,Pennsylvania,Maxipime,"Cefepime Hcl",15,46,46,4980.11,17,"",25,25,2762.72,*,"",17.15,1514.02,N,N,Y,N
State,42,Pennsylvania,Maxzide,Triamterene/Hydrochlorothiazid,16,70,131,11930.26,15,"",70,131,11930.26,"",15,39.55,2657.6,N,N,N,N
State,42,Pennsylvania,"Maxzide-25 Mg",Triamterene/Hydrochlorothiazid,39,160,238,10724.82,31,"",160,238,10724.82,"",31,188.8,3816.21,N,N,N,N
State,42,Pennsylvania,"Meclizine Hcl","Meclizine Hcl",15584,134020,148631.1,1528991.51,60220,"",114347,127228.1,1297931.13,"",52381,52754.96,548929.61,N,N,N,N
State,42,Pennsylvania,"Meclofenamate Sodium","Meclofenamate Sodium",25,82,130,44772.4,21,"",55,95,27489.24,#,"",31.3,2108.48,N,N,N,N
State,42,Pennsylvania,Medrol,Methylprednisolone,101,256,371.4,25350.45,107,"",223,335,23158.08,"",92,133.76,6303.52,N,N,N,N
State,42,Pennsylvania,"Medroxyprogesterone Acetate","Medroxyprogesterone Acetate",3377,19599,41144.1,851081.78,5673,"",5788,9972.4,79367.3,"",1445,15167.84,46982.63,N,N,N,N
State,42,Pennsylvania,"Mefenamic Acid","Mefenamic Acid",14,23,23,8429.63,15,*,"","","",*,"",5.21,419.59,N,N,N,N
State,42,Pennsylvania,"Mefloquine Hcl","Mefloquine Hcl",305,561,1107.9,31813.55,481,"",521,1021.2,29466.59,"",450,246.26,10739.61,N,N,N,N
State,42,Pennsylvania,"Megace Es","Megestrol Acetate",15,24,24,28435.12,16,#,"","","",#,"",7.4,642.54,N,N,N,N
State,42,Pennsylvania,"Megestrol Acetate","Megestrol Acetate",3125,14348,16120.4,885906.6,5039,"",11888,13406,723364.62,"",4273,8985.1,135814.87,N,N,N,N
State,42,Pennsylvania,Mekinist,"Trametinib Dimethyl Sulfoxide",51,242,242,2505501.61,63,"",168,168,1744581.44,"",50,101,101174.95,N,N,N,N
State,42,Pennsylvania,Meloxicam,Meloxicam,14959,381995,550287.4,2273764.63,117149,"",290548,435525.7,1810879.7,"",92433,134830.54,926636.54,N,N,N,N
State,42,Pennsylvania,"Memantine Hcl","Memantine Hcl",7619,167810,205503.8,11401835.17,25414,"",160799,197314.7,10935994.21,"",24359,100181.15,2784917.24,N,N,N,N
State,42,Pennsylvania,Menactra,"Mening Vac A,c,y,w-135 Dip/Pf",68,182,182,26723.35,150,"",95,95,13819.85,"",82,228.4,3532.67,N,N,N,N
State,42,Pennsylvania,Menest,"Estrogens,esterified",109,447,753.9,44878.34,97,"",366,643.1,36994.46,"",83,39.46,23198.83,N,N,N,N
State,42,Pennsylvania,Menostar,Estradiol,34,161,306.8,45605.66,39,"",149,287.2,42821.91,#,"",40.4,14634.43,N,N,N,N
State,42,Pennsylvania,Mentax,"Butenafine Hcl",43,68,71,13985.56,46,#,"","","",#,"",26.75,3045.84,N,N,N,N
State,42,Pennsylvania,"Meperidine Hcl","Meperidine Hcl",146,524,538.1,48179.08,125,"",281,290.6,21983.92,"",75,380.99,9908.76,Y,N,N,N
State,42,Pennsylvania,"Meperidine Hcl","Meperidine Hcl/Pf",10,42,51.9,3225.72,"",*,"","","",*,"",119.33,560.58,N,N,N,N
State,42,Pennsylvania,Mephyton,"Phytonadione (Vit K1)",5,20,20,1475.05,"","",20,20,1475.05,*,"",0,0,N,N,N,N
State,42,Pennsylvania,Meprobamate,Meprobamate,105,481,612.2,150091.43,88,"",465,596.2,147220.24,#,"",546.97,15811.2,N,N,N,N
State,42,Pennsylvania,Mepron,Atovaquone,11,39,72,124985.04,11,"",22,47,76384.21,*,"",23.5,3176.55,N,N,N,N
State,42,Pennsylvania,Mercaptopurine,Mercaptopurine,488,4084,6502.1,559682.8,744,"",2910,5101.9,414765.3,"",566,2160.85,106135.13,N,N,N,N
State,42,Pennsylvania,Meropenem,Meropenem,514,2837,2837,667556.64,753,"",1586,1586,333742.68,"",487,4117.6,50552.02,N,N,Y,N
State,42,Pennsylvania,"Meropenem-0.9% Nacl","Meropenem-0.9% Sodium Chloride",34,70,70,13598.19,39,"",59,59,10439.21,#,"",242.06,625.54,N,N,Y,N
State,42,Pennsylvania,Mesalamine,Mesalamine,1537,8136,11306.4,6054303.46,2607,"",6963,9822.2,5150601.3,"",2232,4584.24,574387.66,N,N,N,N
State,42,Pennsylvania,Mesalamine,"Mesalamine W/Cleansing Wipes",131,258,312.7,117782.63,126,"",232,286.3,108708.22,"",111,58.9,19600.37,N,N,N,N
State,42,Pennsylvania,Mesna,Mesna,1,15,15,1082.43,"","",15,15,1082.43,*,"",0,541.21,N,N,N,N
State,42,Pennsylvania,Mesnex,Mesna,9,25,26.8,23000.07,"","",11,12.8,16021.04,*,"",11.58,1831.19,N,N,N,N
State,42,Pennsylvania,Mestinon,"Pyridostigmine Bromide",75,406,527.6,725663.04,71,"",278,391.2,532441.61,"",53,367.95,31642.86,N,N,N,N
State,42,Pennsylvania,"Metadate Cd","Methylphenidate Hcl",2,12,12,3377.77,"","",0,0,0,#,"",0,957.92,N,N,N,N
State,42,Pennsylvania,"Metadate Er","Methylphenidate Hcl",54,254,262,20990.09,49,"",69,77,6438.17,"",19,208.76,2125.44,N,N,N,N
State,42,Pennsylvania,"Metaproterenol Sulfate","Metaproterenol Sulfate",3,11,22,1103.62,"","",11,22,1103.62,*,"",1.53,439.1,N,N,N,N
State,42,Pennsylvania,Metaxalone,Metaxalone,2407,7887,9095.4,1725832.1,3485,"",4824,5715.1,996235.43,"",2488,6324.69,159121.97,N,N,N,N
State,42,Pennsylvania,"Metformin Hcl","Metformin Hcl",17877,1230913,2227279.5,9303456.52,244303,"",989067,1870914.3,7767128.56,"",201249,428165.35,3202602.53,N,N,N,N
State,42,Pennsylvania,"Metformin Hcl Er","Metformin Hcl",10313,264782,501728.6,24374048.39,59217,"",219394,432939.9,19145823.13,"",49845,90395.18,1401509.29,N,N,N,N
State,42,Pennsylvania,"Methadone Hcl","Methadone Hcl",2595,39803,40446.8,1027801.16,4921,"",14206,14567.4,326153.13,"",1868,38083.56,271874.95,Y,Y,N,N
State,42,Pennsylvania,"Methadone Intensol","Methadone Hcl",15,90,96.3,3495.69,17,"",72,78,2921.64,#,"",4.5,39.02,Y,Y,N,N
State,42,Pennsylvania,Methadose,"Methadone Hcl",8,57,57,1395.77,"","",28,28,783.57,*,"",0,189.4,Y,Y,N,N
State,42,Pennsylvania,"Methamphetamine Hcl","Methamphetamine Hcl",24,118,126,123317.96,16,"",24,30,15826.35,*,"",57.72,3178.9,N,N,N,N
State,42,Pennsylvania,Methazolamide,Methazolamide,284,2446,3091,824079.41,509,"",2136,2731.1,716954.02,"",443,1350.42,93331.18,N,N,N,N
State,42,Pennsylvania,"Methenamine Hippurate","Methenamine Hippurate",1845,24655,32255.7,2262247.85,4556,"",21028,27845.4,1929641.97,"",3956,11679.76,459857.6,N,N,N,N
State,42,Pennsylvania,"Methenamine Mandelate","Methenamine Mandelate",153,902,1147.9,70777.92,201,"",816,1053.3,63677.49,"",183,343.99,12235.34,N,N,N,N
State,42,Pennsylvania,Methergine,"Methylergonovine Maleate",17,79,84.2,262010.34,34,"",18,18,34640.17,*,"",26.89,2238.19,N,N,N,N
State,42,Pennsylvania,Methimazole,Methimazole,3921,41616,64583.6,457578.22,7958,"",36080,57090.3,397272.13,"",6867,18004.15,201425.7,N,N,N,N
State,42,Pennsylvania,Methocarbamol,Methocarbamol,5117,27102,29527.5,291406.02,11048,"",11837,13234.4,128399.54,"",5987,16026.69,81102.4,N,N,N,N
State,42,Pennsylvania,Methotrexate,"Methotrexate Sodium",3834,116307,180251.1,7196676.49,21451,"",95970,152854.7,6075725.55,"",17635,49360.35,1478605.26,N,N,N,N
State,42,Pennsylvania,"Methotrexate Sodium","Methotrexate Sodium/Pf",256,1908,2696.6,27347.77,633,"",1236,1756.5,18431.6,"",405,579.36,11706.62,N,N,N,N
State,42,Pennsylvania,Methoxsalen,Methoxsalen,18,72,84.6,138444.71,24,"",45,57.4,98615.21,#,"",27.36,8174.4,N,N,N,N
State,42,Pennsylvania,"Methscopolamine Bromide","Methscopolamine Bromide",120,716,1042.7,105547.6,217,"",545,831.5,76978.04,"",176,340.78,19166.67,N,N,N,N
State,42,Pennsylvania,Methyclothiazide,Methyclothiazide,85,354,773.5,27672.18,78,"",341,760.5,27094.46,#,"",93.9,8550.22,N,N,N,N
State,42,Pennsylvania,Methyldopa,Methyldopa,325,1502,2388.7,39672.31,312,"",1332,2205.7,37283.59,"",279,932.74,16037.42,N,N,N,N
State,42,Pennsylvania,Methyldopa-Hydrochlorothiazide,Methyldopa/Hydrochlorothiazide,20,101,165.9,9678.47,20,"",101,165.9,9678.47,"",20,45.7,2211.55,N,N,N,N
State,42,Pennsylvania,"Methylergonovine Maleate","Methylergonovine Maleate",11,20,20,9954.63,15,*,"","","",*,"",2.68,813.59,N,N,N,N
State,42,Pennsylvania,"Methylphenidate Er","Methylphenidate Hcl",1595,11106,12056.5,2680635.66,1670,"",3324,3914.3,848814.62,"",551,12703.91,183932.2,N,N,N,N
State,42,Pennsylvania,"Methylphenidate Hcl","Methylphenidate Hcl",3837,33912,36029.9,1638504.25,5163,"",15401,17009.4,724144.6,"",2733,27184.44,341406.56,N,N,N,N
State,42,Pennsylvania,"Methylphenidate Hcl Cd","Methylphenidate Hcl",187,753,809,124980.8,159,"",236,270,42503.69,"",58,715.71,8480.14,N,N,N,N
State,42,Pennsylvania,"Methylphenidate Hcl Er","Methylphenidate Hcl",59,175,179,27740.23,46,"",50,52,9579.23,"",15,414.43,1226.48,N,N,N,N
State,42,Pennsylvania,"Methylphenidate La","Methylphenidate Hcl",95,338,407.4,66208.13,85,"",146,201,33537.64,"",39,305.14,14107.7,N,N,N,N
State,42,Pennsylvania,Methylprednisolone,Methylprednisolone,19320,207794,211696.4,3509612.44,157981,"",167227,170452.6,2835937.72,"",128380,84586.16,1573334.05,N,N,N,N
State,42,Pennsylvania,"Methylprednisolone Acetate","Methylprednisolone Acetate",35,49,49,1118.35,42,#,"","","",#,"",22.87,38.91,N,N,N,N
State,42,Pennsylvania,"Methylprednisolone Sodium Succ","Methylprednisolone Sod Succ",179,832,841.5,49463.31,284,"",264,264,13473.62,"",106,405.52,5045.44,N,N,N,N
State,42,Pennsylvania,"Metoclopramide Hcl","Metoclopramide Hcl",8935,57463,67955.6,490324.34,17690,"",35857,43376.5,304075.68,"",11803,20618.72,117393.42,N,N,N,N
State,42,Pennsylvania,Metolazone,Metolazone,6777,58657,75946.4,1970170.93,16110,"",51165,66201.4,1683036.42,"",14130,28521.49,517091.45,N,N,N,N
State,42,Pennsylvania,"Metoprolol Succinate","Metoprolol Succinate",20203,1229252,2125708.5,33252812.53,238226,"",1107219,1948321.4,30488683.46,"",215998,519637.36,11837879.11,N,N,N,N
State,42,Pennsylvania,"Metoprolol Tartrate","Metoprolol Tartrate",21946,1382123,2292981.9,9134537.2,260021,"",1217331,2060559.9,8193230.05,"",231187,401883.55,3819558.35,N,N,N,N
