Applicable_Manufacturer_or_Applicable_GPO_Making_Payment_Name,Covered_Recipient_NPI,Total_Opioid_Payments
"Depomed, Inc.",1528064318.0,10.52
"Depomed, Inc.",1528066180.0,22.66
"Depomed, Inc.",1528079084.0,133.99
"Depomed, Inc.",1528082930.0,145.21
"Depomed, Inc.",1528228293.0,21.240000000000002
"Depomed, Inc.",1528263522.0,44.88
"Depomed, Inc.",1528407392.0,284.29
"Depomed, Inc.",1538113360.0,101.27
"Depomed, Inc.",1538118203.0,10.55
"Depomed, Inc.",1538149844.0,34.12
"Depomed, Inc.",1538268354.0,49.53
"Depomed, Inc.",1538585880.0,17.84
"Depomed, Inc.",1548201700.0,12.15
"Depomed, Inc.",1548222854.0,17.84
"Depomed, Inc.",1548228216.0,12.23
"Depomed, Inc.",1548239429.0,12.94
"Depomed, Inc.",1548258098.0,35.04
"Depomed, Inc.",1548280720.0,18.19
"Depomed, Inc.",1548643109.0,122.64
"Depomed, Inc.",1558306670.0,37.32
"Depomed, Inc.",1558324814.0,28.98
"Depomed, Inc.",1558353722.0,58.39
"Depomed, Inc.",1558361790.0,14.81
"Depomed, Inc.",1558374983.0,26.82
"Depomed, Inc.",1558376137.0,61.87
"Depomed, Inc.",1558686105.0,13.96
"Depomed, Inc.",1568424018.0,297.64
"Depomed, Inc.",1568438869.0,99.98
"Depomed, Inc.",1568441673.0,24.51
"Depomed, Inc.",1568482230.0,14.34
"Depomed, Inc.",1568498509.0,45.65
"Depomed, Inc.",1568645950.0,19.92
"Depomed, Inc.",1578500799.0,24.97
"Depomed, Inc.",1578526380.0,66.89
"Depomed, Inc.",1578556536.0,41.709999999999994
"Depomed, Inc.",1578556551.0,24.92
"Depomed, Inc.",1578823605.0,70.62
"Depomed, Inc.",1578904918.0,15.46
"Depomed, Inc.",1588618730.0,12.36
"Depomed, Inc.",1588618946.0,55.58
"Depomed, Inc.",1588638894.0,132.88
"Depomed, Inc.",1588642292.0,22.53
"Depomed, Inc.",1588649701.0,24027.13
"Depomed, Inc.",1588650154.0,23.34
"Depomed, Inc.",1588767180.0,62.67
"Depomed, Inc.",1588811194.0,160.19
"Depomed, Inc.",1588861710.0,277.59999999999997
"Depomed, Inc.",1598084451.0,15.14
"Depomed, Inc.",1598729055.0,48.39
"Depomed, Inc.",1598739104.0,19.03
"Depomed, Inc.",1598759946.0,11.0
"Depomed, Inc.",1598853301.0,561.5
"Depomed, Inc.",1609045228.0,18.17
"Depomed, Inc.",1609080175.0,17.04
"Depomed, Inc.",1609218759.0,18.31
"Depomed, Inc.",1609856723.0,48.79
"Depomed, Inc.",1609873991.0,32.14
"Depomed, Inc.",1609927441.0,33.8
"Depomed, Inc.",1619165867.0,22.200000000000003
"Depomed, Inc.",1619911765.0,22.0
"Depomed, Inc.",1619918638.0,23.61
"Depomed, Inc.",1619932936.0,43.67
"Depomed, Inc.",1619948544.0,30.37
"Depomed, Inc.",1619973674.0,103.46000000000001
"Depomed, Inc.",1619975984.0,15.08
"Depomed, Inc.",1619984549.0,31.08
"Depomed, Inc.",1629008172.0,15.07
"Depomed, Inc.",1629019211.0,13.61
"Depomed, Inc.",1629052188.0,27.32
"Depomed, Inc.",1629066329.0,90.92999999999999
"Depomed, Inc.",1629082763.0,48.339999999999996
"Depomed, Inc.",1629115340.0,19.29
"Depomed, Inc.",1629229141.0,24.51
"Depomed, Inc.",1639118797.0,22.0
"Depomed, Inc.",1639159510.0,19.05
"Depomed, Inc.",1639175920.0,208.38
"Depomed, Inc.",1639258205.0,15.14
"Depomed, Inc.",1649221532.0,13.13
"Depomed, Inc.",1649227760.0,133.99
"Depomed, Inc.",1649233487.0,29.67
"Depomed, Inc.",1649245689.0,50.59
"Depomed, Inc.",1649257726.0,16.44
"Depomed, Inc.",1649276668.0,129.73000000000002
"Depomed, Inc.",1649281833.0,34.730000000000004
"Depomed, Inc.",1649387234.0,32.35
"Depomed, Inc.",1659572337.0,20.14
"Depomed, Inc.",1669402111.0,41.58
"Depomed, Inc.",1669411401.0,19.53
"Depomed, Inc.",1669457982.0,61.3
"Depomed, Inc.",1669460481.0,92663.0
"Depomed, Inc.",1669481578.0,205.66
"Depomed, Inc.",1669485918.0,10.6
"Depomed, Inc.",1669676797.0,14.69
"Depomed, Inc.",1679512883.0,10.55
"Depomed, Inc.",1679537567.0,16.0
"Depomed, Inc.",1679540140.0,92.8
"Depomed, Inc.",1679549901.0,48.629999999999995
"Depomed, Inc.",1679558746.0,55.0
"Depomed, Inc.",1679573398.0,15.4
"Depomed, Inc.",1679789010.0,54.75
"Depomed, Inc.",1689617789.0,12.3
"Depomed, Inc.",1689629438.0,104.58
"Depomed, Inc.",1689689341.0,23.46
"Depomed, Inc.",1699708099.0,11.15
"Depomed, Inc.",1699762971.0,22.09
"Depomed, Inc.",1699770131.0,22.04
"Depomed, Inc.",1699773051.0,43.879999999999995
"Depomed, Inc.",1700045747.0,64.7
"Depomed, Inc.",1700851730.0,109.74000000000001
"Depomed, Inc.",1700854478.0,11.37
"Depomed, Inc.",1700886181.0,33.12
"Depomed, Inc.",1700913456.0,161.81
"Depomed, Inc.",1710036926.0,43.45
"Depomed, Inc.",1710132139.0,14.72
"Depomed, Inc.",1710195888.0,44.0
"Depomed, Inc.",1710243787.0,21.979999999999997
"Depomed, Inc.",1710919139.0,64.72
"Depomed, Inc.",1710932769.0,11.41
"Depomed, Inc.",1710947197.0,11.05
"Depomed, Inc.",1710955463.0,13.27
"Depomed, Inc.",1710979224.0,17.61
"Depomed, Inc.",1720329170.0,37.379999999999995
"Depomed, Inc.",1720375793.0,153.95999999999998
"Depomed, Inc.",1730103177.0,40.83
"Depomed, Inc.",1730146150.0,60.22
"Depomed, Inc.",1730173485.0,13.91
"Depomed, Inc.",1740217611.0,22.0
"Depomed, Inc.",1740232362.0,91.78
"Depomed, Inc.",1740275304.0,58.83
"Depomed, Inc.",1740282169.0,104.51
"Depomed, Inc.",1740287127.0,22.16
"Depomed, Inc.",1740363035.0,13.01
"Depomed, Inc.",1740475482.0,44.22
"Depomed, Inc.",1750320461.0,171.4
"Depomed, Inc.",1750345880.0,15.57
"Depomed, Inc.",1750351003.0,105.09
"Depomed, Inc.",1750439147.0,10.33
"Depomed, Inc.",1750680948.0,30.32
"Depomed, Inc.",1750695839.0,16.84
"Depomed, Inc.",1760478424.0,78.53
"Depomed, Inc.",1760478697.0,30.25
"Depomed, Inc.",1760531545.0,63.8
"Depomed, Inc.",1760559801.0,125.89
"Depomed, Inc.",1760577324.0,9682.34
"Depomed, Inc.",1760638050.0,22.11
"Depomed, Inc.",1770527657.0,26.630000000000003
"Depomed, Inc.",1770533267.0,113.64
"Depomed, Inc.",1770540155.0,52.02
"Depomed, Inc.",1770552762.0,15.05
"Depomed, Inc.",1770558413.0,107.53999999999999
"Depomed, Inc.",1770563645.0,25.79
"Depomed, Inc.",1770575219.0,27.37
"Depomed, Inc.",1770844185.0,13.98
"Depomed, Inc.",1780606202.0,19.46
"Depomed, Inc.",1780655738.0,43.14
"Depomed, Inc.",1780681262.0,21.71
"Depomed, Inc.",1780682815.0,11.15
"Depomed, Inc.",1780738633.0,112.31
"Depomed, Inc.",1780743914.0,44.480000000000004
"Depomed, Inc.",1780767319.0,98.89
"Depomed, Inc.",1780784389.0,25.68
"Depomed, Inc.",1780818047.0,52.31
"Depomed, Inc.",1780818633.0,15.55
"Depomed, Inc.",1790880003.0,15.11
"Depomed, Inc.",1801024955.0,29.65
"Depomed, Inc.",1801810247.0,190.91
"Depomed, Inc.",1801824354.0,57.67
"Depomed, Inc.",1801881586.0,13.35
"Depomed, Inc.",1801890736.0,11.0
"Depomed, Inc.",1811000631.0,27.1
"Depomed, Inc.",1811187099.0,29.96
"Depomed, Inc.",1811950678.0,28.24
"Depomed, Inc.",1811983927.0,96.78999999999999
"Depomed, Inc.",1811997851.0,13.18
"Depomed, Inc.",1811998008.0,11.09
"Depomed, Inc.",1821013079.0,20.36
"Depomed, Inc.",1821078643.0,18.08
"Depomed, Inc.",1821096900.0,84.07
"Depomed, Inc.",1821133323.0,31.840000000000003
"Depomed, Inc.",1821160276.0,14.35
"Depomed, Inc.",1831102284.0,14.33
"Depomed, Inc.",1831136092.0,10.92
"Depomed, Inc.",1831164136.0,34.16
"Depomed, Inc.",1831191089.0,62.55
"Depomed, Inc.",1831194505.0,11.56
"Depomed, Inc.",1831197946.0,96.61
"Depomed, Inc.",1831199975.0,13.18
"Depomed, Inc.",1831202654.0,14.23
"Depomed, Inc.",1831209105.0,33.739999999999995
"Depomed, Inc.",1831214535.0,16.53
"Depomed, Inc.",1841249216.0,104.0
"Depomed, Inc.",1841255643.0,144.04
"Depomed, Inc.",1841386273.0,33.75
"Depomed, Inc.",1841429156.0,4223.25
"Depomed, Inc.",1841482502.0,17.46
"Depomed, Inc.",1851313001.0,20.27
"Depomed, Inc.",1851356372.0,38.55
"Depomed, Inc.",1861454597.0,12.23
"Depomed, Inc.",1861462798.0,28.52
"Depomed, Inc.",1861485369.0,104.51
"Depomed, Inc.",1861494023.0,26.369999999999997
"Depomed, Inc.",1861710980.0,181.56
"Depomed, Inc.",1871545111.0,13.19
"Depomed, Inc.",1871554873.0,20.44
"Depomed, Inc.",1871563411.0,17.15
"Depomed, Inc.",1871595041.0,10.83
"Depomed, Inc.",1871820050.0,34.45
"Depomed, Inc.",1881628154.0,10.52
"Depomed, Inc.",1881647808.0,45.99
"Depomed, Inc.",1881686772.0,11.6
"Depomed, Inc.",1881687721.0,81.78
"Depomed, Inc.",1881687788.0,21.69
"Depomed, Inc.",1881691541.0,83.65
"Depomed, Inc.",1881797009.0,12.71
"Depomed, Inc.",1881846749.0,43.93
"Depomed, Inc.",1881861326.0,132.69
"Depomed, Inc.",1891722195.0,20.36
"Depomed, Inc.",1891774634.0,15.54
"Depomed, Inc.",1891791489.0,30.98
"Depomed, Inc.",1891962999.0,16.9
"Depomed, Inc.",1902033707.0,59.62
"Depomed, Inc.",1902049695.0,18.31
"Depomed, Inc.",1902805252.0,76.56
"Depomed, Inc.",1902823628.0,11.2
"Depomed, Inc.",1902846405.0,24.61
"Depomed, Inc.",1902864465.0,29.67
"Depomed, Inc.",1902898174.0,42.43
"Depomed, Inc.",1912015132.0,59.43
"Depomed, Inc.",1912907130.0,38.47
"Depomed, Inc.",1912947193.0,13.32
"Depomed, Inc.",1912968702.0,65.96
"Depomed, Inc.",1912984170.0,13.14
"Depomed, Inc.",1912993007.0,11.0
"Depomed, Inc.",1922093509.0,11.0
"Depomed, Inc.",1922111210.0,26.07
"Depomed, Inc.",1922196724.0,15179.42
"Depomed, Inc.",1922267327.0,44.71
"Depomed, Inc.",1922450618.0,118.0
"Depomed, Inc.",1932107596.0,19.44
"Depomed, Inc.",1932112638.0,27.82
"Depomed, Inc.",1932191558.0,14.34
"Depomed, Inc.",1932194701.0,219.64
"Depomed, Inc.",1932362944.0,69.01
"Depomed, Inc.",1932426566.0,36.2
"Depomed, Inc.",1932598414.0,55.0
"Depomed, Inc.",1942208285.0,57.86
"Depomed, Inc.",1942237961.0,10.6
"Depomed, Inc.",1942275854.0,13.96
"Depomed, Inc.",1942294228.0,11.16
"Depomed, Inc.",1952320384.0,13.2
"Depomed, Inc.",1952326985.0,22.91
"Depomed, Inc.",1952346983.0,19.2
"Depomed, Inc.",1952375198.0,16.34
"Depomed, Inc.",1952391765.0,21.48
"Depomed, Inc.",1952392367.0,21.48
"Depomed, Inc.",1952400475.0,61.28
"Depomed, Inc.",1952563660.0,37.08
"Depomed, Inc.",1962407015.0,11.56
"Depomed, Inc.",1962430314.0,12.23
"Depomed, Inc.",1962452953.0,16.23
"Depomed, Inc.",1962476267.0,46.47
"Depomed, Inc.",1962485573.0,46.58
"Depomed, Inc.",1962596130.0,11.92
"Depomed, Inc.",1972501211.0,52.65
"Depomed, Inc.",1972728145.0,85.77
"Depomed, Inc.",1972738979.0,11.56
"Depomed, Inc.",1972815132.0,14.4
"Depomed, Inc.",1982600987.0,13.68
"Depomed, Inc.",1982606182.0,66.75
"Depomed, Inc.",1982626818.0,95.91
"Depomed, Inc.",1982636841.0,92.87
"Depomed, Inc.",1982658563.0,14.73
"Depomed, Inc.",1982672523.0,44.29
"Depomed, Inc.",1982699583.0,11.0
"Depomed, Inc.",1982744769.0,138.27
"Depomed, Inc.",1992700371.0,59.7
"Depomed, Inc.",1992717268.0,11.65
"Depomed, Inc.",1992741375.0,10.93
"Depomed, Inc.",1992744197.0,57.4
"Depomed, Inc.",1992778104.0,23.86
"Depomed, Inc.",1992790927.0,52.42
"Depomed, Inc.",1992825459.0,127.39
"Depomed, Inc.",1992847768.0,22.0
Egalet US Inc,1003022500.0,15.98
Egalet US Inc,1023109410.0,14.54
Egalet US Inc,1033173471.0,13.93
Egalet US Inc,1033327309.0,29.32
Egalet US Inc,1083614192.0,143.55
Egalet US Inc,1093838922.0,13.08
Egalet US Inc,1114102910.0,73.25
Egalet US Inc,1114217841.0,15.1
Egalet US Inc,1114273893.0,290.95
Egalet US Inc,1124137088.0,109.32
Egalet US Inc,1134192610.0,12.53
Egalet US Inc,1134276736.0,124.86
Egalet US Inc,1144322520.0,116.92
Egalet US Inc,1164410833.0,12.97
Egalet US Inc,1164424347.0,29.42
Egalet US Inc,1174586689.0,26.91
Egalet US Inc,1174740419.0,120.78
Egalet US Inc,1174751929.0,288.2
Egalet US Inc,1184660474.0,66.92
Egalet US Inc,1194706473.0,10.68
Egalet US Inc,1194731547.0,26.490000000000002
Egalet US Inc,1205021516.0,19.47
Egalet US Inc,1205883139.0,23.29
Egalet US Inc,1215124599.0,33.02
Egalet US Inc,1225021439.0,12.56
Egalet US Inc,1245285741.0,26.240000000000002
Egalet US Inc,1255323424.0,12.18
Egalet US Inc,1265420939.0,19.43
Egalet US Inc,1265725097.0,19.77
Egalet US Inc,1275585481.0,13.05
Egalet US Inc,1275791063.0,33.41
Egalet US Inc,1285847699.0,142.54
Egalet US Inc,1326023888.0,60.44
Egalet US Inc,1326093352.0,23.439999999999998
Egalet US Inc,1336159508.0,33.38
Egalet US Inc,1356417166.0,24.35
Egalet US Inc,1366494296.0,12.8
Egalet US Inc,1366714388.0,49.36
Egalet US Inc,1376537621.0,11.64
Egalet US Inc,1386604650.0,10.78
Egalet US Inc,1386914513.0,29.51
Egalet US Inc,1407267099.0,49.0
Egalet US Inc,1417118506.0,13.11
Egalet US Inc,1417994682.0,22.67
Egalet US Inc,1427021351.0,88.11
Egalet US Inc,1427024728.0,18.36
Egalet US Inc,1427056555.0,184.28
Egalet US Inc,1427113349.0,161.79
Egalet US Inc,1437166816.0,116.25999999999999
Egalet US Inc,1447682968.0,17.85
Egalet US Inc,1487607750.0,49.36
Egalet US Inc,1497716849.0,36.55
Egalet US Inc,1497738934.0,14.77
Egalet US Inc,1497947022.0,52.81
Egalet US Inc,1508854274.0,26.89
Egalet US Inc,1508987892.0,44.72
Egalet US Inc,1518054204.0,49.36
Egalet US Inc,1528407392.0,10.41
Egalet US Inc,1538113360.0,126.94
Egalet US Inc,1538328869.0,15.5
Egalet US Inc,1548203839.0,86.2
Egalet US Inc,1548380124.0,306.3
Egalet US Inc,1558361790.0,34.7
Egalet US Inc,1578546024.0,13.99
Egalet US Inc,1588638894.0,184.64
Egalet US Inc,1588649701.0,46.63
Egalet US Inc,1588861710.0,65.83
Egalet US Inc,1598056293.0,259.1
Egalet US Inc,1598759847.0,11.64
Egalet US Inc,1598767816.0,28.880000000000003
Egalet US Inc,1598853301.0,43.86
Egalet US Inc,1609873991.0,28.880000000000003
Egalet US Inc,1629066329.0,53.46
Egalet US Inc,1629082763.0,88.76
Egalet US Inc,1629169974.0,16.26
Egalet US Inc,1639148042.0,10.83
Egalet US Inc,1639366727.0,38.33
Egalet US Inc,1649407578.0,13.52
Egalet US Inc,1669460481.0,31.11
Egalet US Inc,1669481578.0,11.02
Egalet US Inc,1679789010.0,124.89999999999999
Egalet US Inc,1689609596.0,13.41
Egalet US Inc,1710919139.0,13.11
Egalet US Inc,1720096571.0,10.84
Egalet US Inc,1720375793.0,130.62
Egalet US Inc,1730103177.0,11.3
Egalet US Inc,1730167776.0,13.67
Egalet US Inc,1740232362.0,16.7
Egalet US Inc,1740475482.0,11.41
Egalet US Inc,1750320461.0,73.25999999999999
Egalet US Inc,1760531545.0,26.95
Egalet US Inc,1770558413.0,53.76
Egalet US Inc,1780097378.0,10.33
Egalet US Inc,1780637942.0,53.43
Egalet US Inc,1780738633.0,10.98
Egalet US Inc,1780767319.0,155.93
Egalet US Inc,1790757938.0,10.83
Egalet US Inc,1790795409.0,15.9
Egalet US Inc,1801024955.0,19.83
Egalet US Inc,1801810247.0,12.53
Egalet US Inc,1801824354.0,13.84
Egalet US Inc,1831191089.0,53.84
Egalet US Inc,1831313352.0,13.27
Egalet US Inc,1831320035.0,10.34
Egalet US Inc,1841255643.0,37.730000000000004
Egalet US Inc,1851356372.0,10.84
Egalet US Inc,1851554927.0,116.91
Egalet US Inc,1861710980.0,147.35
Egalet US Inc,1871542621.0,10.51
Egalet US Inc,1871667907.0,17.2
Egalet US Inc,1881846749.0,13.52
Egalet US Inc,1902805252.0,41.56
Egalet US Inc,1902901135.0,36.44
Egalet US Inc,1912907130.0,16.64
Egalet US Inc,1922196724.0,43.86
Egalet US Inc,1932426566.0,15.33
Egalet US Inc,1952398604.0,31.43
Egalet US Inc,1982606182.0,149.46
Endo Pharmaceuticals Inc.,1265893903.0,800.0
Endo Pharmaceuticals Inc.,1275565582.0,431.71
Endo Pharmaceuticals Inc.,1427080571.0,127.37
"Fresenius Kabi USA, LLC",1184643405.0,55.99
INSYS Therapeutics Inc,1003360215.0,21.24
INSYS Therapeutics Inc,1013171420.0,14.84
INSYS Therapeutics Inc,1023174034.0,94.77000000000001
INSYS Therapeutics Inc,1023245883.0,34.64
INSYS Therapeutics Inc,1023450780.0,16.68
INSYS Therapeutics Inc,1033150800.0,23.32
INSYS Therapeutics Inc,1033327309.0,14.48
INSYS Therapeutics Inc,1043325657.0,17.14
INSYS Therapeutics Inc,1053600569.0,20.42
INSYS Therapeutics Inc,1063403475.0,15.98
INSYS Therapeutics Inc,1073545380.0,12.75
INSYS Therapeutics Inc,1073728663.0,18.61
INSYS Therapeutics Inc,1083051841.0,20.39
INSYS Therapeutics Inc,1083614192.0,84.2
INSYS Therapeutics Inc,1083664460.0,23.32
INSYS Therapeutics Inc,1083689301.0,12.62
INSYS Therapeutics Inc,1104020858.0,30.77
INSYS Therapeutics Inc,1104812601.0,79.23
INSYS Therapeutics Inc,1104856657.0,150.95
INSYS Therapeutics Inc,1104969740.0,15.58
INSYS Therapeutics Inc,1114102910.0,63.25
INSYS Therapeutics Inc,1114927365.0,21.93
INSYS Therapeutics Inc,1114929544.0,31.44
INSYS Therapeutics Inc,1114988748.0,41.0
INSYS Therapeutics Inc,1134129349.0,23.7
INSYS Therapeutics Inc,1134149677.0,44.06
INSYS Therapeutics Inc,1134192610.0,32.949999999999996
INSYS Therapeutics Inc,1134306517.0,30.55
INSYS Therapeutics Inc,1144220385.0,12.66
INSYS Therapeutics Inc,1144242660.0,44.4
INSYS Therapeutics Inc,1154476190.0,13.75
INSYS Therapeutics Inc,1164410833.0,35.86
INSYS Therapeutics Inc,1174526180.0,32.260000000000005
INSYS Therapeutics Inc,1174548499.0,38.8
INSYS Therapeutics Inc,1174740419.0,13.86
INSYS Therapeutics Inc,1174751929.0,40.61
INSYS Therapeutics Inc,1184606196.0,14.68
INSYS Therapeutics Inc,1184864845.0,14.85
INSYS Therapeutics Inc,1194931568.0,30.37
INSYS Therapeutics Inc,1205137585.0,72.11
INSYS Therapeutics Inc,1205858024.0,33.22
INSYS Therapeutics Inc,1205869948.0,21.31
INSYS Therapeutics Inc,1215984760.0,28.73
INSYS Therapeutics Inc,1215993928.0,20.03
INSYS Therapeutics Inc,1225014756.0,64.36
INSYS Therapeutics Inc,1225035348.0,22.01
INSYS Therapeutics Inc,1225396039.0,16.68
INSYS Therapeutics Inc,1245225473.0,72.13
INSYS Therapeutics Inc,1265483242.0,14.21
INSYS Therapeutics Inc,1275535601.0,32.06
INSYS Therapeutics Inc,1275585481.0,49.239999999999995
INSYS Therapeutics Inc,1275630279.0,104.74
INSYS Therapeutics Inc,1285633016.0,34.84
INSYS Therapeutics Inc,1285658252.0,21.94
INSYS Therapeutics Inc,1295042224.0,34.11
INSYS Therapeutics Inc,1295728285.0,16.97
INSYS Therapeutics Inc,1295875060.0,47.81
INSYS Therapeutics Inc,1295931038.0,13.51
INSYS Therapeutics Inc,1306010608.0,21.93
INSYS Therapeutics Inc,1306879838.0,18.91
INSYS Therapeutics Inc,1306935036.0,13.68
INSYS Therapeutics Inc,1316042591.0,15.1
INSYS Therapeutics Inc,1326023888.0,75.57
INSYS Therapeutics Inc,1326041153.0,14.9
INSYS Therapeutics Inc,1326093352.0,22.73
INSYS Therapeutics Inc,1336190701.0,12.74
INSYS Therapeutics Inc,1346283637.0,28.09
INSYS Therapeutics Inc,1346390531.0,39.46
INSYS Therapeutics Inc,1346574308.0,96.43
INSYS Therapeutics Inc,1356333751.0,112.01
INSYS Therapeutics Inc,1356375711.0,13.29
INSYS Therapeutics Inc,1366609448.0,59.04
INSYS Therapeutics Inc,1376515122.0,43.3
INSYS Therapeutics Inc,1376537621.0,38.4
INSYS Therapeutics Inc,1376648238.0,25.36
INSYS Therapeutics Inc,1386637338.0,54.97
INSYS Therapeutics Inc,1417118506.0,22.73
INSYS Therapeutics Inc,1417199217.0,13.57
INSYS Therapeutics Inc,1417937715.0,63.74
INSYS Therapeutics Inc,1417939539.0,17.15
INSYS Therapeutics Inc,1427056175.0,15.02
INSYS Therapeutics Inc,1427078849.0,33.22
INSYS Therapeutics Inc,1437124468.0,12.62
INSYS Therapeutics Inc,1437140837.0,27.46
INSYS Therapeutics Inc,1447245899.0,93.9
INSYS Therapeutics Inc,1457311912.0,23.58
INSYS Therapeutics Inc,1457317570.0,92.39
INSYS Therapeutics Inc,1457343683.0,19.08
INSYS Therapeutics Inc,1457438178.0,37.8
INSYS Therapeutics Inc,1457470429.0,24.59
INSYS Therapeutics Inc,1467411132.0,23.48
INSYS Therapeutics Inc,1467411694.0,24.07
INSYS Therapeutics Inc,1467454983.0,30.880000000000003
INSYS Therapeutics Inc,1467614016.0,56.59
INSYS Therapeutics Inc,1477552107.0,19.34
INSYS Therapeutics Inc,1477583920.0,98.91
INSYS Therapeutics Inc,1477715407.0,14.58
INSYS Therapeutics Inc,1477760403.0,32.78
INSYS Therapeutics Inc,1487607750.0,24.12
INSYS Therapeutics Inc,1487831673.0,46.239999999999995
INSYS Therapeutics Inc,1497716849.0,113.94
INSYS Therapeutics Inc,1508181181.0,96.86
INSYS Therapeutics Inc,1518056472.0,16.13
INSYS Therapeutics Inc,1518058502.0,22.44
INSYS Therapeutics Inc,1518958917.0,15.88
INSYS Therapeutics Inc,1518968825.0,12.45
INSYS Therapeutics Inc,1528078698.0,21.24
INSYS Therapeutics Inc,1548228216.0,45.45
INSYS Therapeutics Inc,1548422694.0,12.68
INSYS Therapeutics Inc,1558361790.0,6373.71
INSYS Therapeutics Inc,1558576660.0,16.67
INSYS Therapeutics Inc,1568407583.0,96.43
INSYS Therapeutics Inc,1578556551.0,16.97
INSYS Therapeutics Inc,1578564613.0,169.81
INSYS Therapeutics Inc,1578790341.0,62.129999999999995
INSYS Therapeutics Inc,1588638894.0,42.2
INSYS Therapeutics Inc,1588655989.0,26.47
INSYS Therapeutics Inc,1588666028.0,45.15
INSYS Therapeutics Inc,1598056293.0,17.01
INSYS Therapeutics Inc,1609037027.0,24.07
INSYS Therapeutics Inc,1619125127.0,23.32
INSYS Therapeutics Inc,1619933207.0,13.85
INSYS Therapeutics Inc,1619961133.0,36.989999999999995
INSYS Therapeutics Inc,1619979135.0,14.57
INSYS Therapeutics Inc,1619998085.0,137.07
INSYS Therapeutics Inc,1629071428.0,58.75
INSYS Therapeutics Inc,1629390562.0,13.51
INSYS Therapeutics Inc,1639318611.0,14.08
INSYS Therapeutics Inc,1649276171.0,16.67
INSYS Therapeutics Inc,1649341983.0,51.89
INSYS Therapeutics Inc,1649431990.0,12.27
INSYS Therapeutics Inc,1669402111.0,91.92
INSYS Therapeutics Inc,1669477915.0,63.6
INSYS Therapeutics Inc,1669481578.0,15.65
INSYS Therapeutics Inc,1669616199.0,15.07
INSYS Therapeutics Inc,1679789010.0,61.21
INSYS Therapeutics Inc,1689627697.0,63.07
INSYS Therapeutics Inc,1689679938.0,20.96
INSYS Therapeutics Inc,1689692733.0,18.55
INSYS Therapeutics Inc,1699749036.0,16.14
INSYS Therapeutics Inc,1699752162.0,14.81
INSYS Therapeutics Inc,1699754895.0,18.61
INSYS Therapeutics Inc,1710966957.0,24.12
INSYS Therapeutics Inc,1710972161.0,16.66
INSYS Therapeutics Inc,1710988092.0,19.1
INSYS Therapeutics Inc,1720079122.0,58.410000000000004
INSYS Therapeutics Inc,1720325046.0,21.94
INSYS Therapeutics Inc,1740287127.0,31.25
INSYS Therapeutics Inc,1750408381.0,62.91
INSYS Therapeutics Inc,1760478697.0,77.66
INSYS Therapeutics Inc,1760531545.0,22.73
INSYS Therapeutics Inc,1760567028.0,49.02
INSYS Therapeutics Inc,1770552762.0,17.82
INSYS Therapeutics Inc,1770558413.0,79.29
INSYS Therapeutics Inc,1770570798.0,21.14
INSYS Therapeutics Inc,1770593899.0,21.24
INSYS Therapeutics Inc,1770746604.0,24.31
INSYS Therapeutics Inc,1770798019.0,21.48
INSYS Therapeutics Inc,1780606202.0,44.4
INSYS Therapeutics Inc,1780645952.0,41.0
INSYS Therapeutics Inc,1780683805.0,15.36
INSYS Therapeutics Inc,1780767319.0,106.62
INSYS Therapeutics Inc,1790757938.0,10.92
INSYS Therapeutics Inc,1790776078.0,27.46
INSYS Therapeutics Inc,1801810247.0,52.87
INSYS Therapeutics Inc,1811187099.0,79.25
INSYS Therapeutics Inc,1811950678.0,16.97
INSYS Therapeutics Inc,1821134404.0,58.75
INSYS Therapeutics Inc,1821244773.0,144.41
INSYS Therapeutics Inc,1831142124.0,20.96
INSYS Therapeutics Inc,1831191089.0,11.83
INSYS Therapeutics Inc,1831214535.0,5892.53
INSYS Therapeutics Inc,1841226909.0,35.46
INSYS Therapeutics Inc,1841255643.0,22.73
INSYS Therapeutics Inc,1851378871.0,36.480000000000004
INSYS Therapeutics Inc,1861462798.0,137.05
INSYS Therapeutics Inc,1861474991.0,36.42
INSYS Therapeutics Inc,1881846749.0,36.150000000000006
INSYS Therapeutics Inc,1902098544.0,13.16
INSYS Therapeutics Inc,1902901135.0,13.17
INSYS Therapeutics Inc,1912902081.0,139.28
INSYS Therapeutics Inc,1912969585.0,39.09
INSYS Therapeutics Inc,1922004027.0,16.68
INSYS Therapeutics Inc,1922326396.0,24.02
INSYS Therapeutics Inc,1932102696.0,29.6
INSYS Therapeutics Inc,1932181880.0,16.66
INSYS Therapeutics Inc,1932299054.0,12.36
INSYS Therapeutics Inc,1932342185.0,17.62
INSYS Therapeutics Inc,1932362639.0,21.14
INSYS Therapeutics Inc,1932426566.0,31.18
INSYS Therapeutics Inc,1952391765.0,15.98
INSYS Therapeutics Inc,1952392367.0,57.75
INSYS Therapeutics Inc,1952398604.0,16.01
INSYS Therapeutics Inc,1962642298.0,70.53999999999999
INSYS Therapeutics Inc,1972525400.0,44.4
INSYS Therapeutics Inc,1972563427.0,20.42
INSYS Therapeutics Inc,1982606182.0,82.6
INSYS Therapeutics Inc,1982688826.0,62.91
INSYS Therapeutics Inc,1982728283.0,21.24
INSYS Therapeutics Inc,1982790200.0,16.68
INSYS Therapeutics Inc,1992091755.0,10.71
INSYS Therapeutics Inc,1992707418.0,15.81
